read_name,mapping_cov,cigar,mapping_quality
ERR257715.32038288/1,1.20,101M,60
ERR257715.5721226/1,1.50,101M,55
ERR257715.30805355/1,1.87,101M,36
ERR257715.21217608/1,2.50,101M,36
ERR257715.24454036/1,1.93,101M,32
ERR257715.30805355/2,2.06,83M18S,12
ERR257715.17465401/1,1.68,101M,1
ERR257715.13010947/1,1.77,101M,14
ERR257715.31667388/2,1.77,101M,60
ERR257715.31667388/1,1.02,101M,60
ERR257715.13010947/2,1.71,101M,14
ERR257715.2779574/2,2.23,101M,60
ERR257715.13443496/2,1.99,101M,60
ERR257715.13443496/1,1.00,101M,60
ERR257715.2779574/1,1.25,101M,60
ERR257715.21679434/1,1.32,101M,60
ERR257715.30253438/2,1.07,101M,60
ERR257715.21679434/2,1.31,101M,60
ERR257715.30253438/1,1.31,101M,60
ERR257715.15781423/2,2.40,101M,60
ERR257715.24879686/1,2.58,101M,60
ERR257715.24879686/2,2.36,101M,60
ERR257715.15781423/1,1.58,101M,60
ERR257715.28673896/2,1.58,101M,60
ERR257715.5937032/2,1.32,101M,60
ERR257715.21747644/2,1.58,101M,21
ERR257715.9681247/2,1.42,98M3S,27
ERR257715.21747644/1,1.90,101M,60
ERR257715.5937032/1,1.76,101M,60
ERR257715.9681247/1,1.00,101M,60
ERR257715.28673896/1,1.35,101M,60
ERR257715.6862987/2,2.27,101M,13
ERR257715.35553862/2,2.27,101M,13
ERR257715.3389888/1,1.80,101M,44
ERR257715.6862987/1,1.72,101M,60
ERR257715.35553862/1,1.81,101M,60
ERR257715.3389888/2,1.09,101M,60
ERR257715.13477816/1,1.00,101M,60
ERR257715.13477816/2,1.92,101M,60
ERR257715.29680897/2,1.92,101M,37
ERR257715.12221831/1,1.41,101M,44
ERR257715.29680897/1,1.61,3S13M2I83M,32
ERR257715.25793850/2,1.21,101M,42
ERR257715.12221831/2,1.08,101M,60
ERR257715.25793850/1,1.62,101M,60
ERR257715.21182636/2,1.57,101M,60
ERR257715.25806868/1,1.56,101M,59
ERR257715.28046777/2,2.16,80M21S,20
ERR257715.21182636/1,1.61,101M,60
ERR257715.25806868/2,1.00,101M,60
ERR257715.28046777/1,1.00,101M,27
ERR257715.28244204/1,1.00,101M,60
ERR257715.8156210/2,2.00,101M,18
ERR257715.28244204/2,2.00,101M,54
ERR257715.26830932/1,1.00,101M,60
ERR257715.8156210/1,1.80,101M,60
ERR257715.29288687/2,2.28,101M,60
ERR257715.11808918/2,1.36,99M2S,37
ERR257715.29288687/1,1.36,101M,60
ERR257715.27077752/1,1.78,101M,22
ERR257715.27077752/2,2.05,101M,21
ERR257715.12869276/2,1.37,101M,40
ERR257715.3025668/1,1.00,101M,60
ERR257715.12869276/1,1.70,101M,60
ERR257715.32703082/1,1.70,101M,60
ERR257715.3025668/2,1.75,101M,58
ERR257715.32703082/2,1.75,101M,60
ERR257715.33432027/1,1.59,101M,60
ERR257715.1269218/2,1.59,101M,45
ERR257715.33432027/2,2.46,101M,60
ERR257715.1269218/1,2.85,101M,60
ERR257715.26942009/1,2.85,101M,60
ERR257715.26942009/2,2.14,101M,56
ERR257715.4106622/1,1.48,101M,60
ERR257715.3606938/2,1.00,101M,7
ERR257715.28892060/1,2.15,101M,60
ERR257715.31508423/1,2.22,101M,5
ERR257715.29580822/2,1.61,101M,54
ERR257715.21609623/1,2.59,101M,24
ERR257715.4932184/1,4.00,101M,60
ERR257715.33082564/1,4.00,101M,60
ERR257715.13108271/1,3.68,101M,60
ERR257715.29255516/1,2.73,101M,60
ERR257715.29255516/2,1.17,101M,52
ERR257715.25045392/1,1.17,101M,60
ERR257715.25045392/2,2.25,101M,59
ERR257715.174648/1,3.00,39S62M,41
ERR257715.174648/2,2.80,31S70M,33
ERR257715.5325975/2,1.84,101M,45
ERR257715.27056492/1,2.22,101M,60
ERR257715.26216452/1,1.81,101M,55
ERR257715.32791519/2,2.23,101M,13
ERR257715.24580207/1,2.75,4S97M,25
ERR257715.19833486/2,2.72,101M,60
ERR257715.2954528/2,1.70,101M,60
ERR257715.35258849/1,1.00,101M,60
ERR257715.4085410/1,1.00,101M,60
ERR257715.35258849/2,1.50,101M,60
ERR257715.174648/2,2.61,60H41M,16
ERR257715.174648/1,2.35,52H49M,31
ERR257715.4085410/2,1.94,101M,60
ERR257715.30837388/1,1.94,101M,60
ERR257715.26770917/1,5.73,28M1D4M1I68M,11
ERR257715.26770917/2,2.41,50M1D49M2S,12
ERR257715.32351191/2,2.39,49M1I51M,31
ERR257715.18732318/2,2.00,21S80M,60
ERR257715.20173759/2,1.82,4S97M,60
ERR257715.11507406/2,1.00,101M,60
ERR257715.11507406/1,1.00,3S98M,55
ERR257715.25743561/2,1.00,101M,58
ERR257715.25743561/1,1.00,101M,60
ERR257715.14751230/2,1.19,101M,60
ERR257715.19678721/2,1.31,101M,50
ERR257715.19678721/1,1.81,101M,60
ERR257715.14751230/1,2.26,101M,60
ERR257715.4329935/1,2.20,101M,60
ERR257715.4329935/2,1.12,101M,58
ERR257715.4467683/1,1.00,49M52S,1
ERR257715.1651401/1,1.00,101M,60
ERR257715.1651401/2,1.00,92M9S,59
ERR257715.24133660/2,1.00,91M10S,24
ERR257715.12741670/1,1.00,101M,58
ERR257715.12741670/2,1.00,101M,51
ERR257715.12431200/1,1.00,53S48M,60
ERR257715.12431200/2,1.00,101M,60
ERR257715.5676868/1,1.30,101M,46
ERR257715.12570052/2,2.04,101M,13
ERR257715.415348/1,1.82,101M,6
ERR257715.26585991/2,2.35,101M,13
ERR257715.5676868/2,2.51,101M,60
ERR257715.415348/2,2.72,101M,13
ERR257715.26585991/1,2.22,101M,53
ERR257715.12570052/1,2.07,101M,60
ERR257715.12431200/1,1.10,53H48M,17
ERR257715.34995075/2,1.20,101M,60
ERR257715.34995075/1,1.15,101M,60
ERR257715.31785997/1,1.00,101M,46
ERR257715.18545555/2,4.07,101M,27
ERR257715.31786659/1,4.13,101M,57
ERR257715.31785997/2,4.18,101M,7
ERR257715.13481711/2,4.31,101M,34
ERR257715.7855394/2,1.00,101M,60
ERR257715.17101732/1,1.00,101M,51
ERR257715.21020233/2,1.19,101M,58
ERR257715.21020233/1,1.41,101M,60
ERR257715.17101732/2,2.10,101M,60
ERR257715.12679431/1,2.80,101M,60
ERR257715.27761199/1,2.95,101M,14
ERR257715.14414346/2,3.12,101M,55
ERR257715.24556681/2,3.00,101M,40
ERR257715.27761199/2,2.19,101M,38
ERR257715.12679431/2,2.87,101M,36
ERR257715.1934635/2,3.03,101M,11
ERR257715.14414346/1,3.17,101M,36
ERR257715.24556681/1,3.01,101M,22
ERR257715.13481711/1,1.00,101M,60
ERR257715.27099670/1,1.42,101M,60
ERR257715.27099670/2,1.42,101M,56
ERR257715.22833588/1,1.00,101M,53
ERR257715.22833588/2,1.47,101M,60
ERR257715.26528752/2,1.47,101M,60
ERR257715.26528752/1,2.32,101M,60
ERR257715.4551140/1,2.37,101M,60
ERR257715.4467683/2,1.78,101M,60
ERR257715.26540721/1,1.78,101M,60
ERR257715.4551140/2,1.81,98M3S,60
ERR257715.26540721/2,1.00,101M,60
ERR257715.15959827/2,1.00,101M,60
ERR257715.31506947/2,1.00,101M,60
ERR257715.31506947/1,1.96,101M,60
ERR257715.15959827/1,2.05,101M,60
ERR257715.8813244/1,1.19,101M,60
ERR257715.8813244/2,1.00,101M,60
ERR257715.27770737/2,1.00,96M5S,24
ERR257715.34935821/2,1.20,101M,60
ERR257715.27770737/1,1.26,101M,60
ERR257715.34935821/1,1.06,101M,60
ERR257715.28273448/2,1.00,101M,60
ERR257715.28273448/1,1.00,101M,59
ERR257715.1447101/1,1.00,101M,60
ERR257715.1447101/2,1.00,101M,60
ERR257715.26061483/1,1.00,101M,60
ERR257715.26061483/2,1.00,101M,60
ERR257715.15325324/1,1.19,101M,60
ERR257715.15325324/2,1.48,101M,60
ERR257715.27840084/1,1.29,101M,60
ERR257715.27840084/2,1.35,101M,60
ERR257715.21727360/1,2.00,12S35M54S,7
ERR257715.22098577/2,1.00,101M,60
ERR257715.22864980/1,1.00,5S96M,52
ERR257715.22098577/1,1.18,101M,47
ERR257715.4165255/1,1.81,101M,36
ERR257715.22864980/2,1.67,101M,60
ERR257715.5515642/2,1.22,101M,60
ERR257715.4165255/2,1.19,5S96M,60
ERR257715.25901183/1,1.87,101M,41
ERR257715.5515642/1,2.11,101M,60
ERR257715.8640525/2,3.31,101M,40
ERR257715.32379362/1,3.31,101M,60
ERR257715.1356238/1,3.19,101M,44
ERR257715.8640525/1,2.99,101M,20
ERR257715.1356238/2,2.43,101M,60
ERR257715.4891697/2,2.57,101M,30
ERR257715.1870659/1,2.30,101M,12
ERR257715.35174775/2,1.64,101M,60
ERR257715.31878270/2,2.27,101M,60
ERR257715.4891697/1,2.47,101M,60
ERR257715.1870659/2,2.40,101M,33
ERR257715.31878270/1,1.78,101M,29
ERR257715.35174775/1,1.09,101M,60
ERR257715.24536555/1,4.31,101M,60
ERR257715.8824089/1,5.02,101M,60
ERR257715.20567251/1,5.02,101M,60
ERR257715.28859508/2,5.14,101M,60
ERR257715.27503379/2,5.14,101M,60
ERR257715.8824089/2,4.35,101M,60
ERR257715.20567251/2,4.35,101M,60
ERR257715.24536555/2,3.93,101M,56
ERR257715.27503379/1,2.45,6S95M,60
ERR257715.23440532/2,2.53,101M,60
ERR257715.28859508/1,2.24,101M,60
ERR257715.30557057/1,1.55,101M,60
ERR257715.849951/1,2.15,101M,60
ERR257715.849951/2,1.89,101M,60
ERR257715.5634084/1,1.78,101M,60
ERR257715.30557057/2,1.78,101M,36
ERR257715.5634084/2,1.29,101M,60
ERR257715.22873992/1,1.29,101M,60
ERR257715.22873992/2,1.00,101M,60
ERR257715.28439223/1,1.00,30S71M,60
ERR257715.28439223/2,2.01,101M,60
ERR257715.12735988/1,2.67,101M,60
ERR257715.18938722/1,2.75,101M,60
ERR257715.3570430/1,2.51,101M,60
ERR257715.26352467/2,2.51,101M,60
ERR257715.26352467/1,2.44,101M,60
ERR257715.18938722/2,2.30,101M,33
ERR257715.3570430/2,1.00,101M,60
ERR257715.14934031/1,1.88,101M,60
ERR257715.14934031/2,2.35,101M,58
ERR257715.26508573/1,2.16,101M,60
ERR257715.26508573/2,1.00,101M,60
ERR257715.27778361/1,1.74,101M,60
ERR257715.16446796/2,1.74,101M,60
ERR257715.21512152/2,2.61,101M,58
ERR257715.27778361/2,2.71,101M,60
ERR257715.16446796/1,2.71,101M,60
ERR257715.23440532/1,1.57,101M,60
ERR257715.11505746/1,1.82,101M,60
ERR257715.29183604/2,2.69,101M,60
ERR257715.16329491/2,2.69,101M,60
ERR257715.21512152/1,2.07,101M,35
ERR257715.11505746/2,1.30,101M,33
ERR257715.29183604/1,1.60,101M,26
ERR257715.14748680/1,1.31,101M,42
ERR257715.25682775/1,2.02,101M,48
ERR257715.33435611/1,3.27,101M,60
ERR257715.14748680/2,3.27,101M,60
ERR257715.4850003/2,3.09,101M,60
ERR257715.25682775/2,1.79,101M,60
ERR257715.5635375/1,1.85,101M,60
ERR257715.32525268/1,1.26,101M,60
ERR257715.5644870/1,1.25,101M,60
ERR257715.25550661/1,2.57,101M,60
ERR257715.705901/1,2.61,101M,60
ERR257715.25550661/2,2.61,101M,60
ERR257715.25901183/2,2.07,101M,21
ERR257715.34170272/1,2.75,101M,60
ERR257715.21454156/2,2.97,101M,60
ERR257715.705901/2,3.55,23S78M,13
ERR257715.4741111/2,3.17,101M,53
ERR257715.23363795/1,2.28,101M,60
ERR257715.34170272/2,2.75,101M,60
ERR257715.4741111/1,3.21,101M,47
ERR257715.23363795/2,3.24,101M,60
ERR257715.21454156/1,3.10,101M,60
ERR257715.20937093/1,1.20,101M,60
ERR257715.25064567/2,1.00,101M,46
ERR257715.18173074/1,1.94,101M,45
ERR257715.33316045/1,1.94,101M,37
ERR257715.25064567/1,1.00,101M,60
ERR257715.18173074/2,1.90,101M,60
ERR257715.33316045/2,2.14,101M,60
ERR257715.5539799/2,1.51,101M,60
ERR257715.13936053/1,2.38,101M,41
ERR257715.17345410/1,2.64,101M,12
ERR257715.30425270/2,2.64,101M,60
ERR257715.5539799/1,1.80,101M,60
ERR257715.20887022/2,1.67,101M,60
ERR257715.17345410/2,2.76,101M,51
ERR257715.30425270/1,2.84,92M9S,60
ERR257715.13936053/2,2.55,101M,60
ERR257715.13406417/1,1.76,101M,38
ERR257715.20887022/1,2.30,101M,60
ERR257715.13406417/2,3.17,101M,60
ERR257715.24126343/1,3.21,101M,60
ERR257715.33591889/1,2.96,101M,60
ERR257715.10908710/2,2.41,101M,60
ERR257715.10908710/1,2.81,101M,60
ERR257715.24126343/2,2.87,101M,52
ERR257715.33591889/2,2.94,101M,22
ERR257715.26804491/1,2.80,101M,60
ERR257715.31126877/2,1.90,101M,58
ERR257715.25949120/2,2.41,101M,3
ERR257715.13507296/1,3.72,101M,60
ERR257715.26804491/2,5.77,101M,39
ERR257715.3914141/2,6.07,101M,60
ERR257715.31126877/1,6.14,101M,33
ERR257715.13095622/1,6.13,101M,60
ERR257715.34749025/1,5.46,101M,60
ERR257715.3914141/1,5.40,101M,60
ERR257715.2582338/1,5.13,101M,50
ERR257715.8669427/1,4.18,101M,51
ERR257715.35390881/1,4.57,101M,2
ERR257715.16320843/2,5.11,101M,2
ERR257715.10658874/1,5.11,101M,2
ERR257715.1419635/2,4.90,101M,2
ERR257715.7259741/2,4.87,101M,2
ERR257715.18476350/2,3.15,101M,60
ERR257715.8933149/2,3.36,101M,60
ERR257715.3343745/2,3.36,101M,60
ERR257715.28205224/1,2.54,101M,60
ERR257715.4058071/2,6.62,101M,60
ERR257715.6012509/2,6.68,101M,60
ERR257715.5179168/2,6.76,101M,44
ERR257715.23698568/2,6.90,101M,60
ERR257715.31345069/2,7.00,101M,60
ERR257715.33210750/1,6.89,101M,60
ERR257715.25788310/2,6.70,101M,60
ERR257715.23698568/1,6.49,101M,60
ERR257715.17924671/1,5.93,101M,60
ERR257715.12141171/2,5.63,101M,60
ERR257715.19940841/2,3.81,101M,24
ERR257715.4058071/1,3.52,101M,60
ERR257715.3854672/1,3.58,101M,60
ERR257715.33210750/2,3.95,101M,60
ERR257715.31345069/1,4.51,101M,60
ERR257715.26608858/2,4.74,101M,49
ERR257715.35465077/2,4.64,101M,60
ERR257715.17924671/2,3.96,101M,34
ERR257715.19940841/1,3.21,101M,11
ERR257715.28396415/2,2.79,101M,60
ERR257715.26608858/1,2.79,101M,60
ERR257715.3854672/2,2.79,101M,49
ERR257715.35465077/1,2.39,101M,60
ERR257715.24233824/1,1.26,101M,60
ERR257715.28396415/1,1.71,101M,60
ERR257715.7436538/1,2.04,101M,21
ERR257715.24233824/2,1.48,101M,37
ERR257715.11432099/1,1.28,101M,54
ERR257715.7436538/2,1.73,101M,60
ERR257715.1355304/2,1.46,101M,60
ERR257715.11432099/2,2.75,101M,38
ERR257715.1355304/1,3.01,101M,50
ERR257715.35422777/1,3.01,101M,52
ERR257715.31042284/2,1.84,101M,60
ERR257715.34537887/1,3.93,101M,60
ERR257715.31042284/1,4.49,101M,49
ERR257715.25511103/1,4.49,101M,47
ERR257715.35422777/2,4.39,101M,13
ERR257715.15202291/1,1.65,101M,60
ERR257715.34537887/2,2.59,101M,60
ERR257715.25511103/2,2.59,101M,13
ERR257715.14955077/1,2.21,101M,36
ERR257715.14833531/2,1.00,98M3S,60
ERR257715.32140991/2,1.00,101M,60
ERR257715.22685554/1,1.62,101M,60
ERR257715.22685554/2,3.69,101M,60
ERR257715.13263762/2,3.78,96M5S,23
ERR257715.32140991/1,3.74,101M,60
ERR257715.14833531/1,3.63,101M,45
ERR257715.16053275/2,2.53,101M,60
ERR257715.13263762/1,1.03,101M,60
ERR257715.16053275/1,1.03,101M,60
ERR257715.14955077/2,1.66,101M,60
ERR257715.4975048/1,1.70,96M5S,16
ERR257715.519734/2,1.60,101M,60
ERR257715.21879718/2,1.60,101M,51
ERR257715.4975048/2,1.00,101M,60
ERR257715.21879718/1,1.99,101M,60
ERR257715.519734/1,1.99,101M,54
ERR257715.31576458/1,1.00,101M,60
ERR257715.31576458/2,1.80,101M,60
ERR257715.26689839/1,1.80,101M,60
ERR257715.26689839/2,1.00,101M,60
ERR257715.6081208/1,1.42,101M,3
ERR257715.6558560/1,1.42,101M,16
ERR257715.1044342/2,2.35,101M,60
ERR257715.6558560/2,2.68,101M,60
ERR257715.6081208/2,2.77,101M,60
ERR257715.19086856/2,2.44,101M,60
ERR257715.1044342/1,1.51,101M,60
ERR257715.19086856/1,1.00,101M,60
ERR257715.12090681/2,1.00,101M,60
ERR257715.12090681/1,1.00,59M1I41M,60
ERR257715.29214429/1,1.88,4S97M,36
ERR257715.35199276/2,1.84,101M,60
ERR257715.29214429/2,1.00,101M,60
ERR257715.35199276/1,1.84,101M,60
ERR257715.10454806/2,2.22,101M,60
ERR257715.11755979/1,1.81,101M,60
ERR257715.10454806/1,1.68,101M,60
ERR257715.11755979/2,1.68,101M,60
ERR257715.21069963/1,1.00,5S96M,39
ERR257715.10248618/2,23.90,10S36M2D4M1I48M2S,8
ERR257715.11154952/2,23.90,40M1D49M12S,8
ERR257715.31730315/2,23.91,11S36M2D4M1I49M,7
ERR257715.17230738/2,23.90,9S36M2D4M1I48M3S,8
ERR257715.25307776/2,23.91,36M5D1M4I49M11S,7
ERR257715.16019685/1,24.11,35M2D4M1I48M13S,8
ERR257715.5089832/2,24.32,36M1D51M14S,8
ERR257715.10047635/2,24.72,32M2D4M1I49M15S,7
ERR257715.32857817/1,25.33,29M2D4M1I48M19S,7
ERR257715.4773047/1,21.66,21M2D4M1I51M1I14M1D9M,7
ERR257715.3084962/2,27.46,74M27S,8
ERR257715.1618313/2,20.52,51M1I10M1D39M,7
ERR257715.7493182/2,36.60,13S48M40S,8
ERR257715.28895306/2,36.37,49M52S,7
ERR257715.15028288/2,41.40,40M61S,8
ERR257715.11979132/2,24.13,22S38M2I39M,7
ERR257715.26488077/1,43.27,24S37M40S,8
ERR257715.30708447/1,42.79,19S38M44S,8
ERR257715.5939552/2,42.79,7S38M56S,8
ERR257715.10248618/1,20.71,8S40M1I10M1D42M,7
ERR257715.31502889/1,42.79,21S38M42S,8
ERR257715.31977568/2,43.27,16S37M48S,8
ERR257715.6914095/1,43.86,38S36M27S,8
ERR257715.8995191/1,43.86,55S36M10S,8
ERR257715.10153321/2,43.35,33S37M31S,8
ERR257715.11862134/1,43.35,23S37M41S,8
ERR257715.12533790/2,43.35,32S37M32S,8
ERR257715.13378801/1,43.86,34S36M31S,8
ERR257715.2378448/2,43.35,27S37M37S,8
ERR257715.7232163/2,22.54,37M2I46M16S,7
ERR257715.7426495/1,43.35,64S37M,8
ERR257715.8805973/1,43.86,57S36M8S,8
ERR257715.9794033/1,43.35,18S37M46S,8
ERR257715.12580556/1,43.35,47S37M17S,8
ERR257715.13253771/1,43.35,18S37M46S,8
ERR257715.18840096/2,43.86,20S36M45S,8
ERR257715.33684240/2,43.35,54S37M10S,8
ERR257715.5955153/2,44.09,68S33M,3
ERR257715.9177891/2,43.44,13S36M52S,3
ERR257715.19202718/2,43.97,24S35M42S,3
ERR257715.11066941/2,44.00,35S34M32S,3
ERR257715.21069963/2,11.05,101M,54
ERR257715.24379528/1,3.72,101M,60
ERR257715.25801849/1,2.84,101M,44
ERR257715.26433587/2,1.99,101M,60
ERR257715.4987187/1,1.35,101M,60
ERR257715.4987187/2,2.04,101M,60
ERR257715.25801849/2,2.22,101M,60
ERR257715.26433587/1,1.61,101M,60
ERR257715.5490878/1,1.00,101M,60
ERR257715.5490878/2,1.00,101M,60
ERR257715.28599613/2,1.00,101M,60
ERR257715.28599613/1,1.00,101M,60
ERR257715.24379528/2,1.00,101M,60
ERR257715.7947475/2,1.07,101M,60
ERR257715.32081810/2,1.32,101M,29
ERR257715.7947475/1,2.05,101M,60
ERR257715.32081810/1,1.90,101M,55
ERR257715.11264885/2,1.00,101M,60
ERR257715.11264885/1,1.97,101M,60
ERR257715.9405780/1,1.97,101M,60
ERR257715.9405780/2,1.00,101M,60
ERR257715.14462461/1,1.00,101M,60
ERR257715.28660687/2,2.41,101M,60
ERR257715.9216776/2,2.66,101M,60
ERR257715.14462461/2,2.66,101M,60
ERR257715.35593859/2,2.03,101M,60
ERR257715.28660687/1,1.48,101M,60
ERR257715.9216776/1,2.08,101M,60
ERR257715.35593859/1,1.76,101M,60
ERR257715.24674090/2,1.90,101M,60
ERR257715.30773152/2,2.16,101M,60
ERR257715.22711561/1,1.57,101M,60
ERR257715.24674090/1,1.77,101M,60
ERR257715.30773152/1,2.05,101M,60
ERR257715.17668154/2,2.14,101M,60
ERR257715.22711561/2,2.14,101M,60
ERR257715.14012695/1,1.20,101M,60
ERR257715.21808489/1,1.85,101M,60
ERR257715.14012695/2,2.00,101M,60
ERR257715.21808489/2,2.00,101M,60
ERR257715.17010546/2,1.00,101M,60
ERR257715.17010546/1,1.02,101M,60
ERR257715.743547/2,1.44,101M,60
ERR257715.743547/1,1.42,99M2S,60
ERR257715.18729204/1,1.95,101M,60
ERR257715.28819420/2,2.30,101M,60
ERR257715.4756655/1,2.19,101M,60
ERR257715.18729204/2,1.68,37M64H,5
ERR257715.28819420/1,1.94,101M,60
ERR257715.4756655/2,1.94,101M,60
ERR257715.18729204/2,1.00,69M32S,60
ERR257715.1205488/2,1.00,101M,60
ERR257715.29209570/2,1.65,101M,60
ERR257715.12103696/2,1.67,101M,60
ERR257715.1205488/1,1.60,101M,60
ERR257715.29209570/1,3.07,101M,60
ERR257715.12103696/1,3.07,101M,60
ERR257715.16396232/1,2.81,101M,60
ERR257715.30780586/1,1.25,101M,60
ERR257715.4260414/2,2.65,101M,60
ERR257715.9617716/1,2.86,101M,60
ERR257715.20638159/2,2.86,101M,60
ERR257715.24433992/1,1.84,101M,13
ERR257715.781442/1,1.68,101M,27
ERR257715.4260414/1,2.64,101M,60
ERR257715.29213848/1,2.68,101M,42
ERR257715.13366120/2,2.52,101M,60
ERR257715.781442/2,1.49,101M,60
ERR257715.29213848/2,1.88,101M,26
ERR257715.13366120/1,2.77,101M,60
ERR257715.3815206/1,2.52,101M,60
ERR257715.19528204/2,2.74,23S78M,54
ERR257715.19825206/1,6.75,14S87M,11
ERR257715.8311970/2,7.14,81M20S,11
ERR257715.6637647/2,7.20,80M21S,11
ERR257715.20944199/2,6.41,101M,52
ERR257715.16913909/2,7.98,34S65M2S,10
ERR257715.27017710/1,7.98,16S65M20S,10
ERR257715.3815206/2,6.29,101M,60
ERR257715.19528204/1,6.24,101M,60
ERR257715.31928624/1,1.46,101M,60
ERR257715.32456824/2,1.05,101M,60
ERR257715.9059762/2,2.07,101M,60
ERR257715.7303990/1,2.65,101M,60
ERR257715.9059762/1,2.65,101M,56
ERR257715.32456824/1,1.98,101M,45
ERR257715.7303990/2,1.00,101M,60
ERR257715.18697978/1,1.68,11S90M,60
ERR257715.5622818/1,1.60,101M,60
ERR257715.32101637/2,2.03,101M,49
ERR257715.16537207/2,2.03,101M,60
ERR257715.11652437/2,1.06,101M,60
ERR257715.32101637/1,1.53,101M,60
ERR257715.11652437/1,1.64,101M,60
ERR257715.32181178/1,2.16,101M,60
ERR257715.26661950/1,1.56,101M,59
ERR257715.30244218/1,1.45,101M,60
ERR257715.32226320/2,1.19,101M,60
ERR257715.26661950/2,0.99,84M1D17M,60
ERR257715.5926990/2,1.00,101M,60
ERR257715.1725566/1,2.04,101M,60
ERR257715.5359252/2,2.23,101M,42
ERR257715.3439901/2,2.43,101M,58
ERR257715.30897471/2,2.24,101M,44
ERR257715.27491614/2,2.06,101M,13
ERR257715.1725566/2,1.63,101M,60
ERR257715.3439901/1,4.74,101M,27
ERR257715.5359252/1,4.74,101M,27
ERR257715.30897471/1,4.72,101M,27
ERR257715.21307600/1,4.16,101M,60
ERR257715.27491614/1,2.25,101M,60
ERR257715.28977187/2,2.66,101M,60
ERR257715.21307600/2,3.20,101M,60
ERR257715.13905203/2,3.00,101M,41
ERR257715.19617544/1,2.82,101M,7
ERR257715.28977187/1,1.25,34M2I65M,12
ERR257715.13905203/1,1.25,14M1D84M3S,54
ERR257715.10424146/2,1.64,101M,60
ERR257715.24306330/1,2.53,101M,60
ERR257715.10424146/1,2.58,101M,60
ERR257715.7821466/2,2.29,101M,37
ERR257715.31454802/2,2.15,15M3D86M,36
ERR257715.24306330/2,2.10,101M,60
ERR257715.11965393/1,3.60,101M,60
ERR257715.32322183/2,4.28,101M,60
ERR257715.7821466/1,4.28,101M,53
ERR257715.21158216/1,4.02,101M,60
ERR257715.31454802/1,4.02,101M,60
ERR257715.11965393/2,1.09,101M,60
ERR257715.32617084/2,4.47,101M,25
ERR257715.32322183/1,4.47,101M,25
ERR257715.21158216/2,4.47,101M,25
ERR257715.24829605/1,4.47,101M,60
ERR257715.6524104/1,2.43,101M,60
ERR257715.10683961/1,2.54,80M21S,11
ERR257715.21886403/1,1.87,66M2D35M,27
ERR257715.4024530/2,1.00,101M,60
ERR257715.4024530/1,1.00,62M39S,57
ERR257715.9002095/2,1.00,101M,60
ERR257715.9002095/1,2.43,101M,60
ERR257715.1106005/2,2.49,101M,60
ERR257715.7079102/2,2.03,101M,60
ERR257715.7079102/1,1.82,101M,60
ERR257715.21432853/2,2.07,101M,60
ERR257715.21432853/1,1.51,101M,60
ERR257715.30930869/2,1.93,101M,53
ERR257715.27175205/1,1.80,101M,60
ERR257715.27175205/2,1.75,101M,50
ERR257715.30930869/1,2.24,101M,60
ERR257715.33313720/1,1.96,101M,60
ERR257715.24248718/1,1.00,101M,60
ERR257715.24248718/2,1.83,101M,60
ERR257715.15242549/2,1.00,101M,60
ERR257715.1106005/1,1.00,101M,58
ERR257715.13843778/1,1.00,101M,50
ERR257715.13843778/2,1.00,101M,60
ERR257715.29005508/1,1.00,101M,55
ERR257715.29005508/2,1.00,101M,60
ERR257715.7760005/1,1.00,101M,60
ERR257715.7760005/2,1.00,101M,60
ERR257715.13653446/2,1.00,101M,60
ERR257715.13653446/1,1.00,101M,59
ERR257715.33517895/1,1.00,101M,60
ERR257715.33517895/2,1.00,101M,53
ERR257715.23640918/2,1.88,101M,51
ERR257715.31909306/2,1.88,101M,60
ERR257715.23640918/1,1.09,101M,60
ERR257715.31909306/1,1.94,101M,60
ERR257715.26221788/2,1.85,101M,60
ERR257715.494328/1,1.00,101M,60
ERR257715.494328/2,1.00,101M,60
ERR257715.26221788/1,2.02,101M,60
ERR257715.29315327/1,2.16,101M,29
ERR257715.1194112/2,1.46,101M,49
ERR257715.29315327/2,1.00,101M,53
ERR257715.1194112/1,1.00,101M,12
ERR257715.27772553/2,1.00,72M29S,19
ERR257715.9601425/1,1.00,101M,60
ERR257715.9601425/2,1.00,19M3I79M,60
ERR257715.35464243/2,1.00,101M,13
ERR257715.20366053/2,1.00,96M5S,60
ERR257715.20366053/1,1.00,101M,52
ERR257715.16521748/2,1.00,101M,56
ERR257715.16521748/1,1.84,101M,60
ERR257715.6773723/1,1.84,101M,60
ERR257715.24306130/2,1.00,101M,56
ERR257715.24306130/1,1.00,101M,60
ERR257715.6773723/2,1.00,10S91M,60
ERR257715.12662422/2,1.00,96M5S,60
ERR257715.12662422/1,1.00,101M,53
ERR257715.26105413/2,1.00,101M,56
ERR257715.26105413/1,1.00,101M,60
ERR257715.15731992/2,1.00,101M,14
ERR257715.19414946/2,1.00,101M,44
ERR257715.19414946/1,1.00,67M34S,37
ERR257715.441132/1,1.71,101M,50
ERR257715.10839404/2,1.99,101M,60
ERR257715.18238076/1,2.32,101M,30
ERR257715.10839404/1,1.03,101M,55
ERR257715.21577431/1,1.00,101M,60
ERR257715.21577431/2,1.00,101M,60
ERR257715.24489911/2,1.00,101M,56
ERR257715.24489911/1,1.00,101M,60
