read_name,mapping_cov,cigar,mapping_quality
ERR257715.23703656/2,1138.26,32S69M,12
ERR257715.24788050/2,1129.73,28S73M,12
ERR257715.25212604/1,1205.70,56S37M8S,12
ERR257715.25870013/2,1072.47,101M,60
ERR257715.26064794/1,1113.07,20S81M,60
ERR257715.26137633/1,1142.34,34S67M,14
ERR257715.26262021/2,1092.41,10S91M,13
ERR257715.26827089/1,1072.47,101M,60
ERR257715.27273266/1,1080.64,4S97M,14
ERR257715.28223687/2,1076.58,2S99M,24
ERR257715.29854555/1,1080.64,4S97M,54
ERR257715.30701421/2,1072.47,101M,60
ERR257715.31044576/1,1156.60,41S60M,12
ERR257715.31351862/1,1088.71,8S93M,60
ERR257715.31377699/1,1082.72,5S96M,60
ERR257715.31991019/2,1154.54,40S61M,5
ERR257715.32206946/1,1078.64,3S98M,14
ERR257715.34997075/2,1203.74,63S38M,12
ERR257715.1941268/2,1069.12,101M,14
ERR257715.5062605/2,1069.12,101M,60
ERR257715.6571067/1,1069.12,101M,60
ERR257715.10511870/2,1069.12,101M,15
ERR257715.10880550/2,1069.12,101M,60
ERR257715.11902738/1,1069.12,101M,60
ERR257715.28367434/1,1069.12,101M,60
ERR257715.1782935/2,1069.12,101M,60
ERR257715.5013228/2,1069.12,101M,60
ERR257715.8263812/1,1069.12,101M,60
ERR257715.13950609/1,1069.12,101M,60
ERR257715.16467429/2,1069.12,101M,60
ERR257715.23002390/2,1069.12,101M,60
ERR257715.23112653/1,1069.12,101M,60
ERR257715.26829425/1,1069.12,101M,60
ERR257715.27272120/2,1069.12,101M,6
ERR257715.28277626/1,1069.12,101M,60
ERR257715.32860316/1,1069.12,101M,6
ERR257715.33037505/1,1069.12,101M,13
ERR257715.6138931/1,1065.43,101M,60
ERR257715.21101505/2,1065.43,101M,60
ERR257715.30039971/1,1065.43,101M,14
ERR257715.31596766/1,1065.43,101M,14
ERR257715.3944075/2,1065.43,101M,13
ERR257715.24527100/1,1065.43,101M,12
ERR257715.30811986/1,1065.43,101M,60
ERR257715.2511358/1,1061.64,101M,14
ERR257715.14677240/2,1080.77,92M9S,3
ERR257715.15770839/1,1061.64,101M,15
ERR257715.16108684/1,1061.64,101M,3
ERR257715.1163315/1,1061.64,101M,60
ERR257715.6644781/1,1061.64,101M,60
ERR257715.11601526/2,1203.40,35M66S,12
ERR257715.11679859/1,1061.64,101M,60
ERR257715.6000374/2,1064.67,98M3S,60
ERR257715.8030877/2,1057.84,101M,60
ERR257715.14562741/1,1057.84,101M,60
ERR257715.23346638/1,1057.84,101M,6
ERR257715.25786703/1,1057.84,101M,60
ERR257715.34861245/1,1057.84,101M,6
ERR257715.507007/1,1057.84,101M,6
ERR257715.10719655/2,1057.84,101M,6
ERR257715.15542173/2,1057.84,101M,3
ERR257715.15690389/2,1057.84,101M,60
ERR257715.17010033/1,1057.84,101M,6
ERR257715.17209589/2,1057.84,101M,60
ERR257715.17221739/1,1057.84,101M,60
ERR257715.17951999/1,1057.84,101M,3
ERR257715.18770854/2,1057.84,101M,60
ERR257715.18780964/2,1057.84,101M,3
ERR257715.20230257/1,1057.84,101M,60
ERR257715.20896221/1,1057.84,101M,6
ERR257715.24348295/1,1057.84,101M,3
ERR257715.32115054/1,1057.84,101M,60
ERR257715.33397136/2,1057.84,101M,6
ERR257715.5398575/2,1053.76,101M,60
ERR257715.9102432/1,1053.76,101M,60
ERR257715.5265606/1,1053.76,101M,60
ERR257715.10599582/1,1053.76,101M,60
ERR257715.11240457/2,1053.76,101M,3
ERR257715.30663275/1,1053.76,101M,60
ERR257715.31365147/1,1053.76,101M,60
ERR257715.852740/2,1049.72,101M,60
ERR257715.10857067/1,1049.72,101M,60
ERR257715.23339856/2,1049.72,101M,60
ERR257715.27198746/2,1063.48,95M6S,12
ERR257715.30660487/1,1049.72,101M,60
ERR257715.555930/1,1049.72,101M,60
ERR257715.8567385/2,1049.72,101M,60
ERR257715.17782335/1,1049.72,101M,60
ERR257715.22584362/1,1049.72,101M,60
ERR257715.24372561/1,1049.72,101M,60
ERR257715.28365946/2,1156.92,48S51M2S,5
ERR257715.32956261/2,1049.72,101M,60
ERR257715.11765048/2,1045.52,101M,39
ERR257715.13218759/2,1045.52,101M,37
ERR257715.18733251/1,1045.52,101M,3
ERR257715.20017117/2,1045.52,101M,60
ERR257715.20946306/2,1045.52,101M,24
ERR257715.29095389/2,1045.52,101M,60
ERR257715.32728840/1,1045.52,101M,60
ERR257715.1424232/2,1045.52,101M,3
ERR257715.3098208/1,1045.52,101M,60
ERR257715.8619850/1,1045.52,101M,60
ERR257715.19328736/1,1045.52,101M,60
ERR257715.23820179/1,1045.52,101M,60
ERR257715.26846040/1,1045.52,101M,60
ERR257715.3072/2,1041.19,101M,13
ERR257715.2558535/2,1055.39,95M6S,37
ERR257715.7479065/2,1041.19,101M,60
ERR257715.19565551/2,1041.19,101M,37
ERR257715.6738023/1,1041.19,101M,60
ERR257715.11313969/2,1041.19,101M,60
ERR257715.13138364/1,1041.19,101M,60
ERR257715.32739132/1,1041.19,101M,3
ERR257715.11553956/2,1036.85,101M,60
ERR257715.14771575/2,1036.85,101M,60
ERR257715.28398034/2,1036.85,101M,60
ERR257715.1680798/1,1036.85,101M,60
ERR257715.3546781/1,1036.85,101M,60
ERR257715.3693903/1,1036.85,101M,3
ERR257715.3980260/1,1036.85,101M,60
ERR257715.27625763/1,1036.85,101M,60
ERR257715.30724512/1,1036.85,101M,37
ERR257715.34044700/1,1036.85,101M,3
ERR257715.6025287/1,1032.43,101M,3
ERR257715.23332533/2,1032.43,101M,60
ERR257715.28562594/2,1032.43,101M,60
ERR257715.33178994/2,1032.43,101M,60
ERR257715.4819549/2,1028.05,101M,60
ERR257715.7333651/2,1028.05,101M,3
ERR257715.13641180/2,1028.05,101M,60
ERR257715.16438959/1,1028.05,101M,60
ERR257715.25023716/1,1028.05,101M,48
ERR257715.26875336/1,1028.05,101M,60
ERR257715.15714651/2,1028.05,101M,60
ERR257715.19021857/2,1028.05,101M,60
ERR257715.22387692/1,1028.05,101M,60
ERR257715.339741/2,1023.58,101M,35
ERR257715.5127439/1,1023.58,101M,3
ERR257715.9703937/1,1023.58,101M,60
ERR257715.9935057/1,1023.58,101M,60
ERR257715.11087934/2,1023.58,101M,3
ERR257715.11140080/2,1023.58,101M,60
ERR257715.17278620/1,1023.58,101M,60
ERR257715.20428311/1,1023.58,101M,60
ERR257715.23557943/2,1023.58,101M,60
ERR257715.32284367/2,1023.58,101M,12
ERR257715.16184259/1,1023.58,101M,60
ERR257715.22550736/1,1023.58,101M,60
ERR257715.28295801/1,1023.58,101M,60
ERR257715.19022923/2,1018.99,101M,3
ERR257715.24928036/1,1018.99,101M,60
ERR257715.30474730/1,1018.99,101M,12
ERR257715.33082099/2,1018.99,101M,60
ERR257715.34236786/1,1018.99,101M,60
ERR257715.23305032/1,1016.52,68M1D33M,48
ERR257715.24045524/2,1018.99,101M,60
ERR257715.27287690/2,1018.99,101M,60
ERR257715.27150415/1,1014.43,101M,35
ERR257715.29129053/2,1014.43,101M,60
ERR257715.35364017/1,1014.43,101M,60
ERR257715.11280152/2,1014.43,101M,60
ERR257715.5298145/2,1009.81,101M,60
ERR257715.8650504/1,1009.81,101M,24
ERR257715.9020213/2,1009.81,101M,3
ERR257715.19515391/1,1009.81,101M,34
ERR257715.24459235/2,1009.81,101M,35
ERR257715.1293309/1,1009.81,101M,60
ERR257715.17390023/2,1009.81,101M,60
ERR257715.18988125/2,1009.81,101M,60
ERR257715.32990393/2,1009.81,101M,60
ERR257715.34583847/1,1009.81,101M,60
ERR257715.8686059/1,1005.16,101M,35
ERR257715.12723336/2,1005.16,101M,60
ERR257715.13068831/1,1005.16,101M,60
ERR257715.14316813/1,1005.16,101M,60
ERR257715.17299165/2,1005.16,101M,60
ERR257715.4765204/2,1000.54,101M,60
ERR257715.28190407/2,1000.54,101M,60
ERR257715.31653393/2,1000.54,101M,60
ERR257715.13884901/1,1000.54,101M,60
ERR257715.23453629/2,1000.54,101M,60
ERR257715.23839194/2,1000.54,101M,3
ERR257715.25261997/1,1000.54,101M,60
ERR257715.25652456/1,1000.54,101M,25
ERR257715.33668648/2,1000.54,101M,60
ERR257715.32045591/1,995.85,101M,3
ERR257715.34566735/2,995.85,101M,10
ERR257715.2509997/1,995.85,101M,60
ERR257715.8126063/1,995.85,101M,60
ERR257715.15723560/1,995.85,101M,48
ERR257715.16065447/2,995.85,101M,60
ERR257715.632287/2,991.29,101M,60
ERR257715.13172557/2,991.29,101M,31
ERR257715.21669817/2,1003.55,5S96M,60
ERR257715.27715381/2,991.29,101M,51
ERR257715.28696531/1,991.29,101M,60
ERR257715.32654775/2,991.29,101M,60
ERR257715.6906761/1,991.29,101M,60
ERR257715.28404511/1,986.71,101M,60
ERR257715.1150789/2,986.71,101M,37
ERR257715.31318508/2,986.71,101M,60
ERR257715.2643440/1,982.21,101M,3
ERR257715.3620142/2,982.21,101M,3
ERR257715.31137832/2,982.21,101M,3
ERR257715.5385140/2,982.21,101M,3
ERR257715.5920155/2,982.21,101M,60
ERR257715.16701410/1,982.21,101M,5
ERR257715.20878218/2,982.21,101M,60
ERR257715.22601116/1,982.21,101M,3
ERR257715.24412767/2,982.21,101M,17
ERR257715.26561359/2,982.21,101M,60
ERR257715.4012804/1,977.62,101M,60
ERR257715.14966789/1,977.62,101M,60
ERR257715.21452374/2,977.62,101M,60
ERR257715.22924050/1,977.62,101M,60
ERR257715.23125047/2,977.62,101M,60
ERR257715.7646662/1,973.10,101M,60
ERR257715.9726988/1,973.10,101M,60
ERR257715.29250012/1,973.10,101M,60
ERR257715.34972863/2,973.10,101M,60
ERR257715.12563311/1,973.10,101M,60
ERR257715.15030689/2,973.10,101M,60
ERR257715.22426137/1,973.10,101M,60
ERR257715.15135603/2,968.70,101M,20
ERR257715.5034313/2,968.70,101M,60
ERR257715.34838170/2,968.70,101M,60
ERR257715.11177468/1,964.34,101M,60
ERR257715.18202325/2,964.34,101M,33
ERR257715.24435416/1,964.34,101M,60
ERR257715.35101074/1,964.34,101M,60
ERR257715.7233182/2,964.34,101M,34
ERR257715.10131814/2,964.34,101M,60
ERR257715.20426308/1,964.34,101M,34
ERR257715.27446509/1,964.34,101M,3
ERR257715.6731199/1,959.90,101M,60
ERR257715.7561166/2,959.90,101M,60
ERR257715.20662751/1,959.90,101M,34
ERR257715.23552528/1,959.90,101M,18
ERR257715.28302010/1,959.90,101M,33
ERR257715.4449620/2,959.90,101M,60
ERR257715.7240425/2,959.90,101M,60
ERR257715.23635170/1,959.90,101M,60
ERR257715.26544267/1,959.90,101M,60
ERR257715.22279496/2,955.38,101M,20
ERR257715.31352842/1,955.38,101M,60
ERR257715.2368496/1,955.38,101M,60
ERR257715.8935431/1,955.38,101M,60
ERR257715.12191520/1,964.33,4S97M,34
ERR257715.17374186/2,955.38,101M,60
ERR257715.21955473/1,955.38,101M,60
ERR257715.22538917/2,955.38,101M,60
ERR257715.26506349/2,955.38,101M,60
ERR257715.27062036/2,955.38,101M,60
ERR257715.35204729/1,955.38,101M,60
ERR257715.12296945/2,950.67,101M,34
ERR257715.12915354/1,950.67,101M,60
ERR257715.17727861/1,950.67,101M,34
ERR257715.18432037/2,950.67,101M,48
ERR257715.31130885/2,950.67,101M,34
ERR257715.252070/1,950.67,101M,60
ERR257715.302153/1,986.41,15S86M,3
ERR257715.14889695/2,950.67,101M,60
ERR257715.21249091/2,950.67,101M,18
ERR257715.26427132/2,950.67,101M,17
ERR257715.139152/1,945.86,101M,60
ERR257715.6339150/1,945.86,101M,60
ERR257715.24170425/1,945.86,101M,60
ERR257715.16931576/2,945.86,101M,60
ERR257715.4152245/1,941.12,101M,48
ERR257715.13899391/1,941.12,101M,60
ERR257715.12251788/1,941.12,101M,3
ERR257715.13049821/1,941.12,101M,60
ERR257715.20285630/1,941.12,101M,30
ERR257715.28500392/2,941.12,101M,60
ERR257715.28832991/1,941.12,101M,60
ERR257715.33680654/2,941.12,101M,60
ERR257715.33846427/2,941.12,101M,58
ERR257715.3680067/1,936.21,101M,60
ERR257715.5003588/1,943.34,98M3S,5
ERR257715.6839063/1,936.21,101M,60
ERR257715.12857836/1,936.21,101M,18
ERR257715.14025930/2,936.21,101M,60
ERR257715.15812059/2,936.21,101M,6
ERR257715.22343269/2,936.21,101M,60
ERR257715.34160481/2,936.21,101M,48
ERR257715.3844909/2,936.21,101M,47
ERR257715.19682360/2,936.21,101M,22
ERR257715.24754989/1,931.21,101M,60
ERR257715.26736948/1,931.21,101M,60
ERR257715.31825995/2,931.21,101M,60
ERR257715.1659717/1,926.29,101M,60
ERR257715.8056191/1,926.29,101M,60
ERR257715.24162183/1,926.29,101M,47
ERR257715.33344182/1,926.29,101M,60
ERR257715.10548083/2,931.15,99M2S,48
ERR257715.11617194/2,926.29,101M,60
ERR257715.16441488/2,1030.00,55M46S,26
ERR257715.22169057/1,926.29,101M,60
ERR257715.22606200/1,926.29,101M,60
ERR257715.31667375/1,926.29,101M,60
ERR257715.31813987/1,926.29,101M,60
ERR257715.1213521/1,921.30,101M,60
ERR257715.1534665/1,921.30,101M,48
ERR257715.1892364/2,921.30,101M,60
ERR257715.2659558/2,921.30,101M,60
ERR257715.3089746/1,921.30,101M,60
ERR257715.3981053/1,921.30,101M,60
ERR257715.16671507/2,921.30,101M,60
ERR257715.16677193/1,921.30,101M,60
ERR257715.30674986/2,921.30,101M,48
ERR257715.1187327/1,916.28,101M,60
ERR257715.23997310/2,916.28,101M,31
ERR257715.35454256/1,916.28,101M,48
ERR257715.23091839/1,916.28,101M,60
ERR257715.30598446/2,916.28,101M,6
ERR257715.9707971/2,911.23,101M,60
ERR257715.4555965/1,911.23,101M,60
ERR257715.11614806/2,911.23,101M,60
ERR257715.16763482/1,911.23,101M,60
ERR257715.18750140/2,911.23,101M,60
ERR257715.22483306/2,911.23,101M,60
ERR257715.28692732/2,911.23,101M,60
ERR257715.28965555/2,911.23,101M,60
ERR257715.15041405/1,906.17,101M,60
ERR257715.32923505/1,906.17,101M,60
ERR257715.339949/2,906.17,101M,60
ERR257715.24518695/1,906.17,101M,60
ERR257715.25087047/2,906.17,101M,60
ERR257715.28817584/2,906.17,101M,48
ERR257715.30450115/2,906.17,101M,60
ERR257715.1170289/2,901.08,101M,60
ERR257715.3417284/2,901.08,101M,60
ERR257715.4008237/1,901.08,101M,60
ERR257715.9217632/1,901.08,101M,27
ERR257715.18450746/2,901.08,101M,48
ERR257715.23433215/1,911.87,97M4S,60
ERR257715.28877291/1,901.08,101M,60
ERR257715.35218693/1,901.08,101M,60
ERR257715.9645438/2,901.08,101M,60
ERR257715.10305642/2,901.08,101M,60
ERR257715.21052726/1,901.08,101M,6
ERR257715.5015513/2,895.85,101M,60
ERR257715.7204379/2,895.85,101M,60
ERR257715.30038743/1,907.10,97M4S,18
ERR257715.964875/1,895.85,101M,60
ERR257715.4645000/2,895.85,101M,60
ERR257715.7812275/2,895.85,101M,60
ERR257715.24682817/1,919.40,92M9S,22
ERR257715.26267255/1,895.85,101M,6
ERR257715.8811335/1,890.10,101M,47
ERR257715.10187434/1,890.10,101M,47
ERR257715.20751487/2,890.10,101M,60
ERR257715.25166928/1,902.26,97M4S,50
ERR257715.31072869/2,890.10,101M,47
ERR257715.34236786/2,890.10,101M,60
ERR257715.795717/1,940.67,22S79M,60
ERR257715.10551009/1,897.41,97M4S,60
ERR257715.11978653/2,884.43,101M,60
ERR257715.18598005/1,963.19,25S70M6S,44
ERR257715.21652950/1,884.43,101M,60
ERR257715.24549452/1,884.43,101M,47
ERR257715.27260756/1,884.43,101M,60
ERR257715.33990630/1,884.43,101M,60
ERR257715.17043707/2,900.16,5S96M,60
ERR257715.22597784/1,884.43,101M,47
ERR257715.24996407/2,907.90,8S93M,60
ERR257715.21476577/1,889.39,98M3S,48
ERR257715.30886817/2,889.39,98M3S,60
ERR257715.32394603/1,878.70,101M,60
ERR257715.4646854/1,878.70,101M,60
ERR257715.7412062/2,895.27,96M5S,60
ERR257715.11200046/2,878.70,101M,47
ERR257715.1011571/2,873.02,101M,60
ERR257715.14008894/1,887.26,97M4S,48
ERR257715.17308873/1,898.62,93M8S,18
ERR257715.23303527/1,887.26,97M4S,60
ERR257715.35162229/1,873.02,101M,60
ERR257715.7990498/2,887.26,97M4S,48
ERR257715.19181037/2,873.02,101M,60
ERR257715.29087466/2,873.02,101M,60
ERR257715.31465069/2,887.26,97M4S,60
ERR257715.35474995/1,873.02,101M,20
ERR257715.7435072/1,867.40,101M,60
ERR257715.18006969/2,885.18,96M5S,48
ERR257715.30216839/1,885.18,96M5S,60
ERR257715.32441549/2,885.18,96M5S,60
ERR257715.1792448/1,867.40,101M,60
ERR257715.14011110/2,885.18,96M5S,60
ERR257715.14057006/1,885.18,96M5S,48
ERR257715.17274798/2,908.98,87M14S,22
ERR257715.28749471/2,867.40,101M,60
ERR257715.31632110/1,885.18,96M5S,60
ERR257715.4968453/2,861.43,101M,60
ERR257715.9241850/2,861.43,101M,60
ERR257715.9673728/1,861.43,101M,60
ERR257715.16036361/1,861.43,101M,60
ERR257715.31755203/2,889.01,8S93M,6
ERR257715.33457232/2,981.82,46S55M,25
ERR257715.33965194/2,861.43,101M,60
ERR257715.35450738/1,894.51,5S91M5S,19
ERR257715.8177125/2,989.90,9S51M41S,3
ERR257715.24928036/2,861.43,101M,60
ERR257715.27784681/2,886.12,94M7S,60
ERR257715.34363892/2,886.12,7S94M,33
ERR257715.32294597/1,886.87,92M9S,34
ERR257715.33697961/1,855.94,101M,60
ERR257715.5813073/2,880.91,94M7S,34
ERR257715.8139528/1,880.91,94M7S,34
ERR257715.15109046/1,880.91,94M7S,6
ERR257715.19867142/1,880.91,94M7S,6
ERR257715.12026452/1,973.64,46S55M,23
ERR257715.24934425/2,850.49,101M,60
ERR257715.25619490/2,850.49,101M,45
ERR257715.12034582/1,882.53,90M11S,60
ERR257715.3526307/2,845.02,101M,60
ERR257715.15580221/1,874.36,91M10S,60
ERR257715.2021542/2,839.58,101M,60
ERR257715.3670264/2,969.72,53M48S,30
ERR257715.17811370/2,839.58,101M,60
ERR257715.18886143/1,839.58,101M,60
ERR257715.4164866/2,875.22,89M12S,19
ERR257715.8685704/2,834.14,101M,60
ERR257715.22914252/2,872.13,90M11S,6
ERR257715.32123919/2,834.14,101M,60
ERR257715.6431369/1,834.14,101M,60
ERR257715.20808964/1,834.14,101M,60
ERR257715.24189023/1,834.14,101M,60
ERR257715.26619375/1,834.14,101M,60
ERR257715.28404511/2,834.14,101M,60
ERR257715.32259195/2,883.72,86M15S,13
ERR257715.32971470/2,883.72,86M15S,19
ERR257715.18653483/1,828.40,101M,60
ERR257715.23211251/1,828.40,101M,60
ERR257715.373491/2,828.40,101M,60
ERR257715.31924509/2,828.40,101M,59
ERR257715.28110262/1,822.58,101M,60
ERR257715.28159274/1,822.58,101M,17
ERR257715.32423097/1,829.34,99M2S,60
ERR257715.765250/2,822.58,101M,60
ERR257715.33971823/2,879.25,84M17S,30
ERR257715.9189219/1,816.81,101M,60
ERR257715.2407124/1,816.81,101M,60
ERR257715.11752459/1,816.81,101M,49
ERR257715.13013083/2,871.39,85M16S,30
ERR257715.19222543/2,836.41,6S95M,6
ERR257715.26985405/1,816.81,101M,17
ERR257715.30631451/2,826.92,98M3S,60
ERR257715.5681524/1,824.42,97M4S,60
ERR257715.10099153/1,874.65,82M19S,6
ERR257715.27142570/1,811.07,101M,53
ERR257715.35101222/2,874.65,82M19S,6
ERR257715.35159416/1,824.42,97M4S,60
ERR257715.3173201/2,824.42,97M4S,60
ERR257715.12273109/1,824.42,97M4S,60
ERR257715.22709480/2,874.65,82M19S,19
ERR257715.32665470/1,811.07,101M,31
ERR257715.26095455/1,805.37,101M,60
ERR257715.32471097/2,841.99,90M11S,40
ERR257715.7367645/1,805.37,101M,60
ERR257715.12550501/2,816.16,96M5S,60
ERR257715.1360616/1,816.16,96M5S,60
ERR257715.3421093/2,799.87,101M,60
ERR257715.16185688/1,816.16,96M5S,60
ERR257715.24466336/2,799.87,101M,29
ERR257715.32103619/1,816.16,96M5S,60
ERR257715.9348238/2,794.82,101M,60
ERR257715.18537472/1,794.82,101M,60
ERR257715.33252263/1,817.16,94M7S,60
ERR257715.30306705/2,814.78,93M8S,24
ERR257715.12490203/2,789.82,101M,60
ERR257715.14218449/1,789.82,101M,60
ERR257715.25858243/1,789.82,101M,19
ERR257715.1122075/2,857.86,79M22S,30
ERR257715.1251364/1,832.73,15S86M,17
ERR257715.10369200/1,863.55,77M24S,6
ERR257715.29864425/2,881.09,2S70M29S,18
ERR257715.30812218/1,812.40,92M9S,14
ERR257715.3816776/1,784.89,101M,60
ERR257715.1935142/2,809.98,91M10S,60
ERR257715.11610550/1,866.54,74M27S,60
ERR257715.15900033/1,809.98,91M10S,60
ERR257715.21098947/1,826.33,86M15S,60
ERR257715.22253403/1,779.98,101M,60
ERR257715.4809805/1,807.52,90M11S,60
ERR257715.12649261/1,807.52,90M11S,60
ERR257715.19075321/2,775.41,101M,24
ERR257715.3551688/2,853.34,77M24S,30
ERR257715.11049448/2,850.31,78M23S,17
ERR257715.1679587/1,825.61,83M18S,60
ERR257715.3305357/2,770.99,101M,60
ERR257715.13856925/1,770.99,101M,60
ERR257715.23184144/1,859.47,73M28S,18
ERR257715.31984534/1,805.08,89M12S,17
ERR257715.35318577/2,770.99,101M,60
ERR257715.16978308/1,770.99,101M,60
ERR257715.18634305/1,770.99,101M,60
ERR257715.28781237/2,770.99,101M,60
ERR257715.5402059/2,854.51,73M28S,18
ERR257715.11392229/2,842.48,77M24S,6
ERR257715.29160051/1,802.58,88M13S,60
ERR257715.34342178/1,766.52,101M,60
ERR257715.7819103/1,766.52,101M,60
ERR257715.14771575/1,802.58,88M13S,60
ERR257715.17764305/2,766.52,101M,60
ERR257715.21639561/2,766.52,101M,60
ERR257715.30217033/2,802.58,88M13S,5
ERR257715.31487042/1,766.52,101M,60
ERR257715.23635247/2,840.13,76M25S,19
ERR257715.2840408/1,800.07,87M14S,60
ERR257715.30543016/1,762.08,101M,60
ERR257715.31021492/2,757.73,101M,60
ERR257715.8534795/2,844.15,73M28S,30
ERR257715.11451711/2,757.73,101M,60
ERR257715.28731420/2,841.08,74M27S,29
ERR257715.5874590/2,753.38,101M,60
ERR257715.12078230/2,753.38,101M,23
ERR257715.28786376/2,852.91,33S68M,60
ERR257715.29939523/1,753.38,101M,60
ERR257715.33880909/1,889.15,48S53M,28
ERR257715.34672146/2,753.38,101M,24
ERR257715.703713/2,753.38,101M,60
ERR257715.2714757/1,753.38,101M,60
ERR257715.6112155/1,838.75,73M28S,17
ERR257715.8855078/2,753.38,101M,60
ERR257715.11140080/1,753.38,101M,60
ERR257715.17796135/1,753.38,101M,60
ERR257715.1167535/2,792.46,5S27M1D56M13S,3
ERR257715.4791533/1,748.89,101M,60
ERR257715.20317895/2,748.89,101M,19
ERR257715.26798884/1,748.89,101M,57
ERR257715.28265249/1,802.32,10S81M10S,60
ERR257715.20122659/1,748.89,101M,60
ERR257715.9093249/2,744.50,101M,60
ERR257715.20990884/1,744.50,101M,60
ERR257715.25855099/1,842.87,68M33S,6
ERR257715.28196266/2,842.87,68M33S,29
ERR257715.31358975/2,744.50,101M,17
ERR257715.10318732/1,853.25,64M37S,6
ERR257715.13337984/1,744.50,101M,29
ERR257715.30663147/1,744.50,101M,60
ERR257715.4135645/2,740.09,101M,59
ERR257715.8802651/2,738.19,25M1D76M,3
ERR257715.16000407/1,740.09,101M,60
ERR257715.27366798/1,740.09,101M,45
ERR257715.30904275/2,740.09,101M,60
ERR257715.1947965/2,740.09,101M,25
ERR257715.3097328/2,740.09,101M,59
ERR257715.4432483/2,740.09,101M,60
ERR257715.18046401/1,740.09,101M,60
ERR257715.33762610/2,740.09,101M,57
ERR257715.25941694/1,735.61,101M,36
ERR257715.4262779/2,731.32,101M,56
ERR257715.4885316/2,731.32,101M,59
ERR257715.19249843/1,731.32,101M,59
ERR257715.25253866/2,731.32,101M,29
ERR257715.11906323/1,727.06,101M,31
ERR257715.18617207/2,727.06,101M,45
ERR257715.20680631/2,727.06,101M,45
ERR257715.30414125/2,821.38,68M33S,31
ERR257715.11801647/1,722.77,101M,43
ERR257715.20137904/2,722.77,101M,43
ERR257715.21442152/1,722.77,101M,44
ERR257715.35499036/1,722.77,101M,45
ERR257715.2303259/1,722.77,101M,45
ERR257715.4866423/2,718.48,101M,37
ERR257715.5097710/1,718.48,101M,17
ERR257715.31429711/1,718.48,101M,35
ERR257715.6087384/2,718.48,101M,31
ERR257715.31637736/1,718.48,101M,35
ERR257715.13995835/1,772.37,76M25S,3
ERR257715.14110733/2,714.17,101M,34
ERR257715.15509419/1,714.17,101M,35
ERR257715.18447372/1,714.17,101M,37
ERR257715.21364196/2,714.17,101M,36
ERR257715.5311237/1,714.17,101M,35
ERR257715.7062671/1,714.17,101M,27
ERR257715.29638812/2,714.17,101M,16
ERR257715.30756073/1,817.92,64M37S,18
ERR257715.7122627/2,709.75,101M,16
ERR257715.9278256/1,709.75,101M,17
ERR257715.30216108/1,709.75,101M,32
ERR257715.10449147/2,709.75,101M,33
ERR257715.18031369/1,709.75,101M,32
ERR257715.20898933/1,709.75,101M,12
ERR257715.30144506/2,709.75,101M,23
ERR257715.3172804/1,705.28,73M2I2M2D24M,28
ERR257715.14028183/1,705.28,101M,31
ERR257715.35015238/2,705.28,101M,47
ERR257715.16235697/2,705.28,101M,21
ERR257715.18892156/2,705.28,101M,32
ERR257715.21546397/2,705.28,101M,31
ERR257715.8340372/2,700.64,101M,30
ERR257715.10190621/1,830.48,47S54M,31
ERR257715.16564050/1,810.62,61M40S,6
ERR257715.852740/1,700.64,101M,32
ERR257715.10294555/1,700.64,101M,32
ERR257715.29818588/2,700.64,101M,31
ERR257715.6734813/1,696.09,101M,32
ERR257715.7638356/1,696.09,101M,32
ERR257715.14199686/2,696.09,101M,32
ERR257715.7853116/1,696.09,101M,32
ERR257715.14047446/2,696.09,101M,25
ERR257715.18228199/1,779.07,34S67M,30
ERR257715.11760194/2,762.34,70M31S,17
ERR257715.2498057/1,828.18,2S51M48S,29
ERR257715.25200853/1,801.07,57M44S,6
ERR257715.28048395/1,682.07,101M,31
ERR257715.4536708/1,682.07,101M,31
ERR257715.5561041/1,682.07,101M,31
ERR257715.29740001/1,682.07,101M,29
ERR257715.35481595/2,682.07,101M,16
ERR257715.2101669/2,677.52,101M,30
ERR257715.3712807/1,686.08,97M4S,31
ERR257715.10181706/1,677.52,101M,48
ERR257715.12085642/1,677.52,101M,29
ERR257715.12224447/2,677.52,101M,29
ERR257715.3626513/1,677.52,101M,31
ERR257715.8116496/2,677.52,101M,29
ERR257715.22498483/1,677.52,101M,30
ERR257715.1945489/2,672.98,101M,60
ERR257715.5919926/2,796.56,55M46S,17
ERR257715.27205803/1,793.00,45S56M,30
ERR257715.35250404/1,677.16,2S99M,31
ERR257715.24828130/2,683.61,96M5S,30
ERR257715.3991794/2,668.56,101M,30
ERR257715.177600/1,668.56,101M,30
ERR257715.7971580/1,668.56,101M,29
ERR257715.11285178/1,668.56,101M,30
ERR257715.30660487/2,668.56,101M,29
ERR257715.33337542/2,668.56,101M,6
ERR257715.5935140/2,664.19,101M,29
ERR257715.32171971/2,664.19,101M,30
ERR257715.32730292/2,664.19,101M,27
ERR257715.1917070/2,664.19,101M,30
ERR257715.3291469/2,664.19,101M,30
ERR257715.4645166/2,664.19,101M,27
ERR257715.4846149/1,822.79,42M59S,17
ERR257715.8110004/1,664.19,101M,30
ERR257715.8645193/2,664.19,101M,29
ERR257715.9241850/1,664.19,101M,30
ERR257715.9983173/1,664.19,101M,30
ERR257715.11558483/1,664.19,64M2I2M2D33M,26
