all_name1,all_1_cov,all_1_cigar,all_1_mapq,all_1_readlen,all_1_align_f,all_1_is_pair,all_1_is_primary,all_name2,all_2_cov,all_2_cigar,all_2_mapq,all_2_readlen,all_2_align_f,all_2_is_pair,all_2_is_primary,diff_1_present,diff_1_cov,diff_1_cigar,diff_1_mapq,diff_1_readlen,diff_1_align_f,diff_1_is_pair,diff_1_is_primary,diff_2_present,diff_2_cov,diff_2_cigar,diff_2_mapq,diff_1_readlen,diff_1_align_f,diff_2_is_pair,diff_2_is_primary
ERR257715.26753911/1,1.74,85M16S,59,101,0.8415841584158416,1,1,ERR257715.26753911/2,1.90,101M,60,101,1.0,1,1,diff_1_PRESENT,1.74,85M16S,4,101,0.8415841584158416,0,1,diff_2_PRESENT,1.90,101M,56,101,1.0,0,1
ERR257715.25034145/1,,,,,,,,ERR257715.25034145/2,323.53,2S49M50S,10,101,0.48514851485148514,0,1,diff_1_ABSENT,,,,,,,,diff_2_PRESENT,323.53,2S49M50S,10,101,0.48514851485148514,0,1
ERR257715.7865148/1,2.04,101M,23,101,1.0,0,1,ERR257715.7865148/2,1.56,64M3D37M,60,101,1.0,0,1,diff_1_PRESENT,2.04,101M,23,101,1.0,0,1,diff_2_PRESENT,1.56,64M3D37M,60,101,1.0,0,1
ERR257715.22304725/1,,,,,,,,ERR257715.22304725/2,538.45,5S34M5D3M5I54M,8,101,0.900990099009901,0,1,diff_1_ABSENT,,,,,,,,diff_2_PRESENT,538.45,5S34M5D3M5I54M,8,101,0.900990099009901,0,1
ERR257715.15131400/1,3.33,101M,60,101,1.0,1,1,ERR257715.15131400/2,2.32,101M,60,101,1.0,1,1,diff_1_ABSENT,,,,,,,,diff_2_ABSENT,,,,,,,
ERR257715.1353414/1,2.16,101M,59,101,1.0,1,1,ERR257715.1353414/2,1.99,101M,60,101,1.0,1,1,diff_1_PRESENT,2.16,101M,35,101,1.0,0,1,diff_2_PRESENT,1.99,101M,60,101,1.0,0,1
ERR257715.20839767/1,3.02,101M,60,101,1.0,1,1,ERR257715.20839767/2,2.14,101M,60,101,1.0,1,1,diff_1_PRESENT,3.02,101M,60,101,1.0,0,1,diff_2_PRESENT,2.14,101M,56,101,1.0,0,1
ERR257715.20288668/1,1.79,101M,60,101,1.0,1,1,ERR257715.20288668/2,1.00,101M,53,101,1.0,1,1,diff_1_PRESENT,1.79,101M,60,101,1.0,1,1,diff_2_PRESENT,1.00,101M,53,101,1.0,1,1
ERR257715.18336096/1,2.46,101M,60,101,1.0,1,1,ERR257715.18336096/2,1.04,21S80M,60,101,0.7920792079207921,1,1,diff_1_PRESENT,2.46,101M,60,101,1.0,0,1,diff_2_PRESENT,1.04,21S80M,60,101,0.7920792079207921,0,1
ERR257715.32170169/1,1.92,101M,60,101,1.0,1,1,ERR257715.32170169/2,2.60,101M,59,101,1.0,1,1,diff_1_PRESENT,1.92,101M,60,101,1.0,0,1,diff_2_PRESENT,2.60,101M,30,101,1.0,0,1
ERR257715.35124712/1,3.13,101M,60,101,1.0,1,1,ERR257715.35124712/2,3.24,101M,60,101,1.0,1,1,diff_1_PRESENT,3.13,101M,60,101,1.0,0,1,diff_2_PRESENT,3.24,101M,51,101,1.0,0,1
ERR257715.31762757/1,530.21,14S61M26S,60,101,0.6039603960396039,1,1,ERR257715.31762757/2,1105.59,101M,58,101,1.0,1,1,diff_1_ABSENT,,,,,,,,diff_2_PRESENT,1105.59,101M,37,101,1.0,0,1
ERR257715.11658965/1,1.91,101M,33,101,1.0,1,1,ERR257715.11658965/2,1.94,101M,29,101,1.0,1,1,diff_1_PRESENT,1.91,101M,30,101,1.0,0,1,diff_2_ABSENT,,,,,,,
ERR257715.6436582/1,2.57,101M,60,101,1.0,1,1,ERR257715.6436582/2,1.96,101M,60,101,1.0,1,1,diff_1_PRESENT,2.57,101M,60,101,1.0,0,1,diff_2_PRESENT,1.96,101M,60,101,1.0,0,1
ERR257715.9991349/1,167.21,35S66M,52,101,0.6534653465346535,1,1,ERR257715.9991349/2,283.92,101M,60,101,1.0,1,1,diff_1_ABSENT,,,,,,,,diff_2_PRESENT,283.92,101M,57,101,1.0,0,1
ERR257715.211634/1,1.36,101M,14,101,1.0,1,1,ERR257715.211634/2,1.93,101M,16,101,1.0,1,1,diff_1_ABSENT,,,,,,,,diff_2_PRESENT,1.93,101M,11,101,1.0,0,1
ERR257715.32811783/1,1.63,101M,60,101,1.0,1,1,ERR257715.32811783/2,1.00,101M,60,101,1.0,1,1,diff_1_PRESENT,1.63,101M,60,101,1.0,0,1,diff_2_PRESENT,1.00,101M,53,101,1.0,0,1
ERR257715.28445038/1,1.00,101M,60,101,1.0,1,1,ERR257715.28445038/2,2.41,101M,60,101,1.0,1,1,diff_1_PRESENT,1.00,101M,60,101,1.0,0,1,diff_2_PRESENT,2.41,101M,60,101,1.0,0,1
ERR257715.10428929/1,5.01,101M,60,101,1.0,1,1,ERR257715.10428929/2,1.95,101M,60,101,1.0,1,1,diff_1_ABSENT,,,,,,,,diff_2_PRESENT,1.95,101M,50,101,1.0,0,1
ERR257715.16144692/1,,,,,,,,ERR257715.16144692/2,23.74,70M31S,0,101,0.693069306930693,0,1,diff_1_ABSENT,,,,,,,,diff_2_PRESENT,30.39,70M31S,0,101,0.693069306930693,0,1
ERR257715.9982461/1,1.35,101M,60,101,1.0,1,1,ERR257715.9982461/2,2.82,4S97M,60,101,0.9603960396039604,1,1,diff_1_PRESENT,1.35,101M,60,101,1.0,0,1,diff_2_PRESENT,2.82,4S97M,60,101,0.9603960396039604,0,1
ERR257715.33655956/1,1.67,101M,60,101,1.0,1,1,ERR257715.33655956/2,1.00,101M,60,101,1.0,1,1,diff_1_PRESENT,1.67,101M,60,101,1.0,1,1,diff_2_PRESENT,1.00,101M,60,101,1.0,1,1
ERR257715.21979714/1,1.00,101M,60,101,1.0,1,1,ERR257715.21979714/2,1.00,101M,60,101,1.0,1,1,diff_1_PRESENT,1.00,101M,60,101,1.0,1,1,diff_2_PRESENT,1.00,101M,60,101,1.0,1,1
ERR257715.34464366/1,1.43,101M,60,101,1.0,0,1,ERR257715.34464366/2,,,,,,,,diff_1_PRESENT,1.43,101M,60,101,1.0,0,1,diff_2_ABSENT,,,,,,,
ERR257715.17418386/1,2.04,101M,60,101,1.0,1,1,ERR257715.17418386/2,1.00,101M,60,101,1.0,1,1,diff_1_PRESENT,2.04,101M,60,101,1.0,0,1,diff_2_PRESENT,1.00,101M,60,101,1.0,0,1
ERR257715.29978961/1,1081.59,3M1I97M,36,101,0.9900990099009901,1,1,ERR257715.29978961/2,512.61,55S31M15S,30,101,0.3069306930693069,1,1,diff_1_PRESENT,1081.59,3M1I97M,15,101,0.9900990099009901,0,1,diff_2_ABSENT,,,,,,,
ERR257715.5751987/1,1.00,101M,53,101,1.0,1,1,ERR257715.5751987/2,1.00,101M,60,101,1.0,1,1,diff_1_PRESENT,1.00,101M,53,101,1.0,1,1,diff_2_PRESENT,1.00,101M,60,101,1.0,1,1
ERR257715.3109192/1,1.00,4S82M15S,60,101,0.8118811881188119,1,1,ERR257715.3109192/2,1.61,101M,60,101,1.0,1,1,diff_1_PRESENT,1.00,4S82M15S,60,101,0.8118811881188119,1,1,diff_2_PRESENT,1.61,101M,60,101,1.0,1,1
ERR257715.16570468/1,2.57,101M,60,101,1.0,1,1,ERR257715.16570468/2,1.87,101M,59,101,1.0,1,1,diff_1_PRESENT,2.57,101M,60,101,1.0,0,1,diff_2_PRESENT,1.87,101M,28,101,1.0,0,1
ERR257715.14449962/1,2.08,101M,53,101,1.0,1,1,ERR257715.14449962/2,2.60,101M,60,101,1.0,1,1,diff_1_ABSENT,,,,,,,,diff_2_PRESENT,2.60,101M,59,101,1.0,0,1
ERR257715.15541647/1,2.09,101M,60,101,1.0,1,1,ERR257715.15541647/2,1.49,101M,60,101,1.0,1,1,diff_1_PRESENT,2.09,101M,51,101,1.0,0,1,diff_2_PRESENT,1.49,101M,60,101,1.0,0,1
ERR257715.34973565/1,3.43,101M,52,101,1.0,1,1,ERR257715.34973565/2,5.25,101M,60,101,1.0,1,1,diff_1_ABSENT,,,,,,,,diff_2_ABSENT,,,,,,,
ERR257715.16573093/1,10.26,24S77M,1,101,0.7623762376237624,0,1,ERR257715.16573093/2,,,,,,,,diff_1_PRESENT,10.26,24S77M,1,101,0.7623762376237624,0,1,diff_2_ABSENT,,,,,,,
ERR257715.34701073/1,413.12,67M1I7M1I25M,36,101,0.9801980198019802,1,1,ERR257715.34701073/2,204.52,12S85M4S,34,101,0.8415841584158416,1,1,diff_1_PRESENT,413.12,67M1I7M1I25M,22,101,0.9801980198019802,0,1,diff_2_ABSENT,,,,,,,
ERR257715.10761363/1,112.61,60S41M,13,101,0.40594059405940597,1,1,ERR257715.10761363/2,113.65,47S40M14S,12,101,0.39603960396039606,1,1,diff_1_PRESENT,112.61,60S41M,10,101,0.40594059405940597,0,1,diff_2_PRESENT,113.65,47S40M14S,14,101,0.39603960396039606,0,1
ERR257715.2954528/1,3.10,11S90M,60,101,0.8910891089108911,1,1,ERR257715.2954528/2,1.70,101M,60,101,1.0,1,1,diff_1_ABSENT,,,,,,,,diff_2_PRESENT,1.70,101M,60,101,1.0,0,1
ERR257715.34703952/1,2.04,23S26M3I49M,5,101,0.7425742574257426,0,1,ERR257715.34703952/2,1.68,101M,60,101,1.0,0,1,diff_1_PRESENT,2.04,23S26M3I49M,5,101,0.7425742574257426,0,1,diff_2_PRESENT,1.68,101M,60,101,1.0,0,1
ERR257715.1086930/1,23.07,28S57M16S,0,101,0.5643564356435643,0,1,ERR257715.1086930/2,,,,,,,,diff_1_ABSENT,,,,,,,,diff_2_ABSENT,,,,,,,
ERR257715.28029559/1,2.48,101M,60,101,1.0,1,1,ERR257715.28029559/2,1.52,90M11S,60,101,0.8910891089108911,1,1,diff_1_PRESENT,2.48,101M,60,101,1.0,0,1,diff_2_PRESENT,1.52,90M11S,60,101,0.8910891089108911,0,1
ERR257715.7079102/1,1.82,101M,60,101,1.0,1,1,ERR257715.7079102/2,2.03,101M,60,101,1.0,1,1,diff_1_PRESENT,1.82,101M,60,101,1.0,1,1,diff_2_PRESENT,2.03,101M,60,101,1.0,1,1
ERR257715.13056645/1,290.17,48M53S,4,101,0.4752475247524752,1,1,ERR257715.13056645/2,597.40,99M2S,4,101,0.9801980198019802,1,1,diff_1_ABSENT,,,,,,,,diff_2_ABSENT,,,,,,,
ERR257715.9499246/1,1.00,60M1I40M,60,101,0.9900990099009901,1,1,ERR257715.9499246/2,1.21,101M,60,101,1.0,1,1,diff_1_PRESENT,1.00,60M1I40M,59,101,0.9900990099009901,0,1,diff_2_PRESENT,1.21,101M,60,101,1.0,0,1
ERR257715.34961614/1,,,,,,,,ERR257715.34961614/2,15.51,35S21M3I42M,2,101,0.6237623762376238,0,1,diff_1_ABSENT,,,,,,,,diff_2_PRESENT,15.51,35S21M3I42M,2,101,0.6237623762376238,0,1
ERR257715.34418840/1,1.00,101M,60,101,1.0,1,1,ERR257715.34418840/2,1.00,101M,60,101,1.0,1,1,diff_1_PRESENT,1.00,101M,60,101,1.0,1,1,diff_2_PRESENT,1.00,101M,60,101,1.0,1,1
ERR257715.28727802/1,2.19,101M,60,101,1.0,1,1,ERR257715.28727802/2,4.26,101M,60,101,1.0,1,1,diff_1_PRESENT,2.19,101M,60,101,1.0,0,1,diff_2_PRESENT,4.26,101M,60,101,1.0,0,1
ERR257715.24008240/1,290.97,13S88M,30,101,0.8712871287128713,1,1,ERR257715.24008240/2,172.37,101M,33,101,1.0,1,1,diff_1_PRESENT,290.97,13S88M,2,101,0.8712871287128713,0,1,diff_2_PRESENT,172.37,101M,20,101,1.0,0,1
ERR257715.5354680/1,1.94,101M,60,101,1.0,0,1,ERR257715.5354680/2,1.00,5S96M,60,101,0.9504950495049505,0,1,diff_1_PRESENT,1.94,101M,60,101,1.0,0,1,diff_2_PRESENT,1.00,5S96M,60,101,0.9504950495049505,0,1
ERR257715.23205423/1,183.57,101M,54,101,1.0,1,1,ERR257715.23205423/2,168.43,101M,60,101,1.0,1,1,diff_1_PRESENT,183.57,101M,1,101,1.0,0,1,diff_2_PRESENT,168.43,101M,60,101,1.0,0,1
ERR257715.12731249/1,383.89,7S94M,21,101,0.9306930693069307,1,1,ERR257715.12731249/2,1130.05,101M,22,101,1.0,1,1,diff_1_PRESENT,383.89,7S94M,5,101,0.9306930693069307,0,1,diff_2_PRESENT,1130.05,101M,5,101,1.0,0,1
ERR257715.8793555/1,,,,,,,,ERR257715.8793555/2,106.87,35M1D10M1D43M13S,12,101,0.8712871287128713,0,1,diff_1_ABSENT,,,,,,,,diff_2_PRESENT,106.87,35M1D10M1D43M13S,12,101,0.8712871287128713,0,1
ERR257715.27905834/1,256.80,40M61S,2,101,0.39603960396039606,0,1,ERR257715.27905834/2,,,,,,,,diff_1_PRESENT,256.80,40M61S,2,101,0.39603960396039606,0,1,diff_2_ABSENT,,,,,,,
ERR257715.2179395/1,,,,,,,,ERR257715.2179395/2,15.23,44S57M,4,101,0.5643564356435643,0,1,diff_1_ABSENT,,,,,,,,diff_2_PRESENT,15.23,44S57M,4,101,0.5643564356435643,0,1
ERR257715.14677808/1,3.54,101M,60,101,1.0,1,1,ERR257715.14677808/2,2.45,101M,60,101,1.0,1,1,diff_1_ABSENT,,,,,,,,diff_2_ABSENT,,,,,,,
ERR257715.2234046/1,1.00,101M,60,101,1.0,1,1,ERR257715.2234046/2,1.00,101M,60,101,1.0,1,1,diff_1_PRESENT,1.00,101M,60,101,1.0,1,1,diff_2_PRESENT,1.00,101M,60,101,1.0,1,1
ERR257715.34972707/1,1.00,101M,31,101,1.0,1,1,ERR257715.34972707/2,1.00,101M,26,101,1.0,1,1,diff_1_PRESENT,1.00,101M,31,101,1.0,1,1,diff_2_PRESENT,1.00,101M,26,101,1.0,1,1
ERR257715.6423276/1,1.86,101M,60,101,1.0,1,1,ERR257715.6423276/2,1.90,101M,60,101,1.0,1,1,diff_1_PRESENT,1.86,101M,50,101,1.0,0,1,diff_2_PRESENT,1.90,101M,60,101,1.0,0,1
ERR257715.12104368/1,3.64,101M,60,101,1.0,1,1,ERR257715.12104368/2,1.83,101M,60,101,1.0,1,1,diff_1_ABSENT,,,,,,,,diff_2_PRESENT,1.83,101M,60,101,1.0,0,1
ERR257715.25268831/1,3.71,101M,60,101,1.0,1,1,ERR257715.25268831/2,1.36,101M,60,101,1.0,1,1,diff_1_PRESENT,3.71,101M,60,101,1.0,0,1,diff_2_PRESENT,1.36,101M,60,101,1.0,0,1
ERR257715.4897395/1,1.98,101M,60,101,1.0,1,1,ERR257715.4897395/2,2.54,53S48M,57,101,0.4752475247524752,1,1,diff_1_ABSENT,,,,,,,,diff_2_ABSENT,,,,,,,
ERR257715.20743146/1,2.28,101M,60,101,1.0,1,1,ERR257715.20743146/2,2.05,101M,60,101,1.0,1,1,diff_1_ABSENT,,,,,,,,diff_2_PRESENT,2.05,101M,60,101,1.0,0,1
ERR257715.32083820/1,2.44,97M4S,60,101,0.9603960396039604,1,1,ERR257715.32083820/2,1.00,101M,60,101,1.0,1,1,diff_1_PRESENT,2.44,97M4S,60,101,0.9603960396039604,0,1,diff_2_PRESENT,1.00,101M,60,101,1.0,0,1
ERR257715.34961620/1,,,,,,,,ERR257715.34961620/2,1001.07,19S82M,60,101,0.8118811881188119,0,1,diff_1_ABSENT,,,,,,,,diff_2_PRESENT,1001.07,19S82M,60,101,0.8118811881188119,0,1
ERR257715.14359033/1,1.67,101M,26,101,1.0,0,1,ERR257715.14359033/2,,,,,,,,diff_1_PRESENT,1.67,101M,26,101,1.0,0,1,diff_2_ABSENT,,,,,,,
ERR257715.26009817/1,3.15,101M,60,101,1.0,1,1,ERR257715.26009817/2,2.82,101M,60,101,1.0,1,1,diff_1_PRESENT,3.15,101M,58,101,1.0,0,1,diff_2_PRESENT,2.82,101M,52,101,1.0,0,1
ERR257715.2890719/1,2.16,101M,60,101,1.0,1,1,ERR257715.2890719/2,1.26,101M,60,101,1.0,1,1,diff_1_ABSENT,,,,,,,,diff_2_PRESENT,1.26,101M,60,101,1.0,0,1
ERR257715.29029283/1,1.72,101M,60,101,1.0,1,1,ERR257715.29029283/2,1.99,101M,60,101,1.0,1,1,diff_1_PRESENT,1.72,101M,60,101,1.0,0,1,diff_2_PRESENT,1.99,101M,60,101,1.0,0,1
ERR257715.34628449/1,1.37,101M,56,101,1.0,0,1,ERR257715.34628449/2,,,,,,,,diff_1_PRESENT,1.37,101M,56,101,1.0,0,1,diff_2_ABSENT,,,,,,,
ERR257715.19224111/1,333.04,51M50S,10,101,0.504950495049505,0,1,ERR257715.19224111/2,,,,,,,,diff_1_PRESENT,333.04,51M50S,10,101,0.504950495049505,0,1,diff_2_ABSENT,,,,,,,
ERR257715.7930894/1,1.06,101M,60,101,1.0,1,1,ERR257715.7930894/2,1.00,101M,60,101,1.0,1,1,diff_1_PRESENT,1.06,101M,60,101,1.0,0,1,diff_2_PRESENT,1.00,101M,60,101,1.0,0,1
ERR257715.8200140/1,4.14,4S97M,52,101,0.9603960396039604,0,1,ERR257715.8200140/2,4.34,41M60H,56,41,1.0,0,1,diff_1_PRESENT,4.14,4S97M,46,101,0.9603960396039604,0,1,diff_2_ABSENT,,,,,,,
ERR257715.33333490/1,1117.51,101M,50,101,1.0,1,1,ERR257715.33333490/2,645.06,101M,60,101,1.0,1,1,diff_1_ABSENT,,,,,,,,diff_2_ABSENT,,,,,,,
ERR257715.8474766/1,,,,,,,,ERR257715.8474766/2,167.61,101M,11,101,1.0,0,1,diff_1_ABSENT,,,,,,,,diff_2_PRESENT,167.61,101M,11,101,1.0,0,1
ERR257715.29785061/1,506.52,27S69M5S,60,101,0.6831683168316832,1,1,ERR257715.29785061/2,744.75,36S65M,52,101,0.6435643564356436,1,1,diff_1_ABSENT,,,,,,,,diff_2_PRESENT,744.75,36S65M,6,101,0.6435643564356436,0,1
ERR257715.34786513/1,19.86,66M35S,0,101,0.6534653465346535,0,1,ERR257715.34786513/2,,,,,,,,diff_1_ABSENT,,,,,,,,diff_2_ABSENT,,,,,,,
ERR257715.17990735/1,1.98,101M,60,101,1.0,0,1,ERR257715.17990735/2,3.53,101M,23,101,1.0,0,1,diff_1_PRESENT,1.98,101M,60,101,1.0,0,1,diff_2_PRESENT,3.53,101M,23,101,1.0,0,1
ERR257715.32267629/1,1.57,101M,60,101,1.0,1,1,ERR257715.32267629/2,1.84,101M,60,101,1.0,1,1,diff_1_PRESENT,1.57,101M,60,101,1.0,0,1,diff_2_PRESENT,1.84,101M,60,101,1.0,0,1
ERR257715.5289545/1,4.29,101M,60,101,1.0,1,1,ERR257715.5289545/2,1.00,101M,60,101,1.0,1,1,diff_1_PRESENT,4.29,101M,60,101,1.0,0,1,diff_2_PRESENT,1.00,101M,60,101,1.0,0,1
ERR257715.7218439/1,2.42,101M,60,101,1.0,1,1,ERR257715.7218439/2,2.38,101M,60,101,1.0,1,1,diff_1_PRESENT,2.42,101M,60,101,1.0,0,1,diff_2_PRESENT,2.38,101M,60,101,1.0,0,1
ERR257715.9020213/1,340.72,36S65M,12,101,0.6435643564356436,1,1,ERR257715.9020213/2,1009.81,101M,13,101,1.0,1,1,diff_1_ABSENT,,,,,,,,diff_2_PRESENT,1009.81,101M,3,101,1.0,0,1
ERR257715.24237991/1,1.00,101M,60,101,1.0,1,1,ERR257715.24237991/2,1.74,101M,60,101,1.0,1,1,diff_1_PRESENT,1.00,101M,60,101,1.0,1,1,diff_2_PRESENT,1.74,101M,60,101,1.0,1,1
ERR257715.3368173/1,2.93,101M,60,101,1.0,1,1,ERR257715.3368173/2,1.00,101M,60,101,1.0,1,1,diff_1_ABSENT,,,,,,,,diff_2_PRESENT,1.00,101M,60,101,1.0,0,1
ERR257715.5136504/1,1.08,101M,60,101,1.0,1,1,ERR257715.5136504/2,1.71,101M,60,101,1.0,1,1,diff_1_PRESENT,1.08,101M,60,101,1.0,0,1,diff_2_PRESENT,1.71,101M,60,101,1.0,0,1
ERR257715.3331344/1,2.76,101M,60,101,1.0,1,1,ERR257715.3331344/2,2.40,101M,60,101,1.0,1,1,diff_1_PRESENT,2.76,101M,60,101,1.0,0,1,diff_2_PRESENT,2.40,101M,60,101,1.0,0,1
ERR257715.32996916/1,1.61,101M,60,101,1.0,1,1,ERR257715.32996916/2,1.97,101M,60,101,1.0,1,1,diff_1_PRESENT,1.61,101M,60,101,1.0,0,1,diff_2_PRESENT,1.97,101M,60,101,1.0,0,1
ERR257715.33146986/1,,,,,,,,ERR257715.33146986/2,3.95,4S41M56S,0,101,0.40594059405940597,0,1,diff_1_ABSENT,,,,,,,,diff_2_PRESENT,17.78,4S41M56S,0,101,0.40594059405940597,0,1
ERR257715.8512219/1,,,,,,,,ERR257715.8512219/2,1.00,101M,60,101,1.0,0,1,diff_1_ABSENT,,,,,,,,diff_2_PRESENT,1.00,101M,60,101,1.0,0,1
ERR257715.32485732/1,,,,,,,,ERR257715.32485732/2,38.23,12S65M24S,0,101,0.6435643564356436,0,1,diff_1_ABSENT,,,,,,,,diff_2_PRESENT,32.25,12S65M24S,0,101,0.6435643564356436,0,1
ERR257715.16355075/1,1.00,101M,60,101,1.0,1,1,ERR257715.16355075/2,1.05,101M,60,101,1.0,1,1,diff_1_PRESENT,1.00,101M,60,101,1.0,0,1,diff_2_PRESENT,1.05,101M,38,101,1.0,0,1
ERR257715.13154211/1,2.41,101M,60,101,1.0,1,1,ERR257715.13154211/2,1.00,101M,60,101,1.0,1,1,diff_1_PRESENT,2.41,101M,60,101,1.0,0,1,diff_2_PRESENT,1.00,101M,60,101,1.0,0,1
ERR257715.23836868/1,1.96,101M,60,101,1.0,1,1,ERR257715.23836868/2,2.91,94M7S,60,101,0.9306930693069307,1,1,diff_1_ABSENT,,,,,,,,diff_2_ABSENT,,,,,,,
ERR257715.1686351/1,1.82,101M,60,101,1.0,0,1,ERR257715.1686351/2,,,,,,,,diff_1_PRESENT,1.82,101M,60,101,1.0,0,1,diff_2_ABSENT,,,,,,,
ERR257715.18489827/1,1.69,101M,60,101,1.0,1,1,ERR257715.18489827/2,1.47,101M,60,101,1.0,1,1,diff_1_PRESENT,1.69,101M,60,101,1.0,0,1,diff_2_PRESENT,1.47,101M,60,101,1.0,0,1
ERR257715.14793493/1,1.27,101M,60,101,1.0,1,1,ERR257715.14793493/2,2.00,101M,60,101,1.0,1,1,diff_1_PRESENT,1.27,101M,60,101,1.0,0,1,diff_2_ABSENT,,,,,,,
ERR257715.14028692/1,1.00,101M,51,101,1.0,1,1,ERR257715.14028692/2,1.87,101M,48,101,1.0,1,1,diff_1_PRESENT,1.00,101M,40,101,1.0,0,1,diff_2_PRESENT,1.87,101M,22,101,1.0,0,1
ERR257715.31046145/1,2.49,101M,60,101,1.0,1,1,ERR257715.31046145/2,2.40,101M,60,101,1.0,1,1,diff_1_PRESENT,2.49,101M,60,101,1.0,0,1,diff_2_PRESENT,2.40,101M,60,101,1.0,0,1
ERR257715.13309727/1,15.54,83M18S,32,101,0.8217821782178217,0,1,ERR257715.13309727/2,,,,,,,,diff_1_PRESENT,15.54,83M18S,32,101,0.8217821782178217,0,1,diff_2_ABSENT,,,,,,,
